ticker,cik,security_name,exchange,ETF,Test Issue,company_name,sec_exchange,biopharma_flag,biopharma_reason
BCRX,882796,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,BIOCRYST PHARMACEUTICALS INC,Nasdaq,True,keyword_match
BCTX,1610820,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,N,N,BriaCell Therapeutics Corp.,Nasdaq,True,keyword_match
BDSX,1439725,"Biodesix, Inc. - Common Stock",NASDAQ,N,N,BIODESIX INC,Nasdaq,True,keyword_match
BDTX,1701541,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Black Diamond Therapeutics, Inc.",Nasdaq,True,keyword_match
BEAM,1745999,Beam Therapeutics Inc. - Common Stock,NASDAQ,N,N,Beam Therapeutics Inc.,Nasdaq,True,keyword_match
BFRI,1858685,Biofrontera Inc. - Common Stock,NASDAQ,N,N,Biofrontera Inc.,Nasdaq,True,keyword_match
BGLC,1737523,BioNexus Gene Lab Corp - Common stock,NASDAQ,N,N,BioNexus Gene Lab Corp,Nasdaq,True,keyword_match
BGMS,1130166,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,N,N,"Bio Green Med Solution, Inc.",Nasdaq,True,keyword_match
BHST,1723464,BioHarvest Sciences Inc. - Common Stock,NASDAQ,N,N,BIOHARVEST SCIENCES INC.,Nasdaq,True,keyword_match
BHVN,1935979,Biohaven Ltd. Common Shares ,N,N,N,Biohaven Ltd.,NYSE,True,keyword_match
BIAF,1712762,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,N,N,"bioAffinity Technologies, Inc.",Nasdaq,True,keyword_match
BIIB,875045,Biogen Inc. - Common Stock,NASDAQ,N,N,BIOGEN INC.,Nasdaq,True,keyword_match
BIO,12208,"Bio-Rad Laboratories, Inc. Class A Common Stock",N,N,N,"BIO-RAD LABORATORIES, INC.",NYSE,True,keyword_match
BIO.B,,"Bio-Rad Laboratories, Inc. Class B  Common Stock",N,N,N,,,True,keyword_match
BIOA,1709941,"BioAge Labs, Inc. - Common Stock",NASDAQ,N,N,"BioAge Labs, Inc.",Nasdaq,True,keyword_match
BIOX,1769484,Bioceres Crop Solutions Corp. - Ordinary Shares,NASDAQ,N,N,Bioceres Crop Solutions Corp.,Nasdaq,True,keyword_match
BIVI,1580149,BioVie Inc. - Common stock,NASDAQ,N,N,BIOVIE INC.,Nasdaq,True,keyword_match
BKYI,1019034,"BIO-key International, Inc. - Common Stock",NASDAQ,N,N,BIO KEY INTERNATIONAL INC,Nasdaq,True,keyword_match
BLFS,834365,"BioLife Solutions, Inc. - Common Stock",NASDAQ,N,N,BIOLIFE SOLUTIONS INC,Nasdaq,True,keyword_match
BMEA,1840439,"Biomea Fusion, Inc. - Common Stock",NASDAQ,N,N,"Biomea Fusion, Inc.",Nasdaq,True,keyword_match
BMRA,73290,"Biomerica, Inc. - Common Stock",NASDAQ,N,N,BIOMERICA INC,Nasdaq,True,keyword_match
BMRN,1048477,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,N,N,BIOMARIN PHARMACEUTICAL INC,Nasdaq,True,keyword_match
BNGO,1411690,"Bionano Genomics, Inc. - Common Stock",NASDAQ,N,N,"Bionano Genomics, Inc.",Nasdaq,True,keyword_match
BNTC,1808898,Benitec Biopharma Inc. - Common Stock,NASDAQ,N,N,Benitec Biopharma Inc.,Nasdaq,True,keyword_match
BOLD,1782303,"Boundless Bio, Inc. - Common Stock",NASDAQ,N,N,"Boundless Bio, Inc.",Nasdaq,True,keyword_match
BOLT,1641281,"Bolt Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,"Bolt Biotherapeutics, Inc.",Nasdaq,True,keyword_match
BRTX,1505497,"BioRestorative Therapies, Inc. - Common Stock",NASDAQ,N,N,"BioRestorative Therapies, Inc.",Nasdaq,True,keyword_match
BTAI,1720893,"BioXcel Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"BioXcel Therapeutics, Inc.",Nasdaq,True,keyword_match
BTMD,1819253,Biote Corp. - Class A common stock,NASDAQ,N,N,biote Corp.,Nasdaq,True,keyword_match
BVS,1665988,Bioventus Inc. - Class A Common Stock,NASDAQ,N,N,Bioventus Inc.,Nasdaq,True,keyword_match
BYAH,1986247,"Park Ha Biological Technology Co., Ltd. - ordinary shares",NASDAQ,N,N,"Park Ha Biological Technology Co., Ltd.",Nasdaq,True,keyword_match
CABA,1759138,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,N,N,"Cabaletta Bio, Inc.",Nasdaq,True,keyword_match
CADL,1841387,"Candel Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Candel Therapeutics, Inc.",Nasdaq,True,keyword_match
CAI,2019410,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,N,N,"Caris Life Sciences, Inc.",Nasdaq,True,keyword_match
CAMP,1736730,CAMP4 Therapeutics Corporation - Common Stock,NASDAQ,N,N,Camp4 Therapeutics Corp,Nasdaq,True,keyword_match
CAPR,1133869,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"CAPRICOR THERAPEUTICS, INC.",Nasdaq,True,keyword_match
CASI,1962738,"CASI Pharmaceuticals, Inc. - Ordinary Shares",NASDAQ,N,N,"CASI Pharmaceuticals, Inc.",Nasdaq,True,keyword_match
CATX,728387,"Perspective Therapeutics, Inc. Common Stock",A,N,N,"Perspective Therapeutics, Inc.",NYSE,True,keyword_match
CBIO,1253689,"Crescent Biopharma, Inc. - Common Stock",NASDAQ,N,N,"CRESCENT BIOPHARMA, INC.",Nasdaq,True,keyword_match
CCCC,1662579,"C4 Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"C4 Therapeutics, Inc.",Nasdaq,True,keyword_match
CGEM,1789972,"Cullinan Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Cullinan Therapeutics, Inc.",Nasdaq,True,keyword_match
CGON,1991792,"CG Oncology, Inc. - Common stock",NASDAQ,N,N,"CG Oncology, Inc.",Nasdaq,True,keyword_match
CGTX,1455365,"Cognition Therapeutics, Inc. - Common Stock",NASDAQ,N,N,COGNITION THERAPEUTICS INC,Nasdaq,True,keyword_match
CHRS,1512762,"Coherus Oncology, Inc. - Common Stock",NASDAQ,N,N,"Coherus Oncology, Inc.",Nasdaq,True,keyword_match
CLDI,1855485,"Calidi Biotherapeutics, Inc. Common Stock",A,N,N,"Calidi Biotherapeutics, Inc.",NYSE,True,keyword_match
CLDX,744218,"Celldex Therapeutics, Inc. - Common Stock",NASDAQ,N,N,"Celldex Therapeutics, Inc.",Nasdaq,True,keyword_match
CLGN,1631487,CollPlant Biotechnologies Ltd. - Ordinary Shares,NASDAQ,N,N,CollPlant Biotechnologies Ltd,Nasdaq,True,keyword_match
